JavaScript,./front-end/node_modules/eslint/lib/rules/indent-legacy.js,172,235,719
JavaScript,./front-end/node_modules/prelude-ls/lib/List.js,0,1,715
JavaScript,./front-end/node_modules/eslint/lib/rule-tester/rule-tester.js,158,334,714
JavaScript,./front-end/node_modules/vite/dist/client/client.mjs,22,69,713
Markdown,./front-end/node_modules/es-abstract/CHANGELOG.md,77,0,691
JavaScript,./front-end/node_modules/js-yaml/lib/dumper.js,150,126,689
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/util/Components.js,104,157,685
JavaScript,./front-end/node_modules/@babel/generator/lib/generators/typescript.js,2,1,684
JavaScript,./front-end/node_modules/color-convert/conversions.js,165,20,683
JavaScript,./front-end/node_modules/@babel/generator/lib/printer.js,2,1,681
JavaScript,./front-end/node_modules/doctrine/lib/doctrine.js,121,100,677
JavaScript,./front-end/node_modules/eslint-plugin-react/node_modules/doctrine/lib/doctrine.js,122,100,677
JavaScript,./front-end/node_modules/source-map-js/lib/source-map-consumer.js,127,380,677
JavaScript,./front-end/node_modules/@eslint/eslintrc/lib/config-array-factory.js,135,347,669
JavaScript,./front-end/node_modules/jsx-ast-utils/__tests__/src/getPropValue-flowparser-test.js,282,13,668
JavaScript,./front-end/node_modules/@babel/generator/lib/generators/flow.js,2,1,665
JavaScript,./front-end/node_modules/eslint/lib/rule-tester/flat-rule-tester.js,162,295,665
JavaScript,./front-end/node_modules/eslint/node_modules/color-convert/conversions.js,169,25,645
JavaScript,./front-end/node_modules/estraverse/estraverse.js,110,65,630
JavaScript,./front-end/node_modules/resolve/test/resolver_sync.js,105,2,620
TypeScript,./front-end/node_modules/acorn/dist/acorn.d.ts,127,112,618
JavaScript,./front-end/node_modules/eslint/lib/eslint/flat-eslint.js,187,343,612
TypeScript,./front-end/node_modules/@eslint-community/regexpp/index.d.ts,7,466,592
JavaScript,./front-end/node_modules/eslint/lib/cli-engine/cli-engine.js,139,360,579
JavaScript,./front-end/node_modules/react-refresh/cjs/react-refresh-babel.development.js,169,94,579
Markdown,./front-end/node_modules/react-router-dom/CHANGELOG.md,222,0,579
JavaScript,./front-end/node_modules/@babel/types/lib/index.js,2,1,573
JavaScript,./front-end/node_modules/minimatch/minimatch.js,149,227,571
Markdown,./front-end/node_modules/rollup/LICENSE.md,90,0,562
Markdown,./front-end/node_modules/source-map-js/README.md,199,0,559
TypeScript,./front-end/node_modules/@types/estree/index.d.ts,107,28,548
JavaScript,./front-end/node_modules/glob/glob.js,140,102,548
JavaScript,./front-end/node_modules/@humanwhocodes/object-schema/tests/object-schema.js,103,10,546
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/no-invalid-html-attribute.js,57,38,544
JavaScript,./front-end/node_modules/scheduler/cjs/scheduler-unstable_mock.development.js,129,41,530
JavaScript,./front-end/node_modules/scheduler/umd/scheduler-unstable_mock.development.js,128,41,530
JavaScript,./front-end/node_modules/postcss/lib/parser.js,79,6,524
Markdown,./node_modules/cloc/README.md,32,0,523
JavaScript,./front-end/node_modules/eslint/lib/source-code/source-code.js,171,368,516
JavaScript,./front-end/node_modules/rollup/dist/shared/loadConfigFile.js,9,24,513
Markdown,./front-end/node_modules/type-fest/readme.md,147,0,511
JavaScript,./front-end/node_modules/resolve/test/resolver.js,102,3,508
JavaScript,./front-end/node_modules/eslint/lib/linter/code-path-analysis/code-path-analyzer.js,126,225,501
Markdown,./front-end/node_modules/@remix-run/router/CHANGELOG.md,197,0,500
JavaScript,./front-end/node_modules/@babel/helpers/lib/helpers/regeneratorRuntime.js,2,1,496
JavaScript,./front-end/node_modules/fastq/test/test.js,145,2,495
JavaScript,./front-end/node_modules/@humanwhocodes/config-array/api.js,193,348,489
JavaScript,./front-end/node_modules/@babel/types/lib/definitions/typescript.js,2,1,486
JavaScript,./front-end/node_modules/@babel/types/lib/definitions/flow.js,2,1,485
JavaScript,./front-end/node_modules/postcss/lib/lazy-result.js,64,4,482
JavaScript,./front-end/node_modules/object-inspect/index.js,38,6,480
JavaScript,./front-end/node_modules/ajv/lib/dotjs/validate.js,3,4,475
JavaScript,./front-end/node_modules/vite/dist/node/chunks/dep-8a-6Quh6.js,75,14,472
JavaScript,./front-end/node_modules/eslint-scope/lib/scope.js,127,177,468
JavaScript,./front-end/node_modules/@babel/core/lib/config/config-chain.js,2,1,466
JavaScript,./front-end/node_modules/@babel/traverse/lib/path/conversion.js,2,1,465
JavaScript,./front-end/node_modules/optionator/lib/index.js,0,1,464
Markdown,./front-end/node_modules/react-router/CHANGELOG.md,204,0,462
JavaScript,./front-end/node_modules/eslint/lib/rules/key-spacing.js,76,152,459
JavaScript,./front-end/node_modules/@babel/helpers/lib/helpers/applyDecs.js,2,1,456
JavaScript,./front-end/node_modules/scheduler/cjs/scheduler.development.js,118,64,452
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/no-unknown-property.js,43,115,451
JavaScript,./front-end/node_modules/eslint/lib/eslint/eslint-helpers.js,131,322,449
JavaScript,./front-end/node_modules/eslint-scope/lib/referencer.js,132,74,448
Markdown,./front-end/node_modules/js-yaml/CHANGELOG.md,168,0,448
JavaScript,./front-end/node_modules/prop-types/factoryWithTypeCheckers.js,51,111,448
JavaScript,./front-end/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.umd.js,10,105,445
JavaScript,./front-end/node_modules/react-refresh/cjs/react-refresh-runtime.development.js,115,98,445
Markdown,./front-end/node_modules/acorn/CHANGELOG.md,438,0,442
JavaScript,./front-end/node_modules/@jridgewell/trace-mapping/dist/trace-mapping.mjs,9,105,438
JavaScript,./front-end/node_modules/rollup/dist/shared/watch-cli.js,17,108,437
JavaScript,./front-end/node_modules/uri-js/dist/esnext/uri.js,0,60,420
JavaScript,./front-end/node_modules/@babel/helpers/lib/helpers/applyDecs2301.js,2,1,418
TypeScript,./front-end/node_modules/@remix-run/router/history.ts,83,244,415
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/jsx-sort-props.js,64,52,414
JavaScript,./front-end/node_modules/eslint/lib/rules/no-unused-vars.js,116,192,410
JavaScript,./front-end/node_modules/gensync/test/index.test.js,78,2,409
JavaScript,./front-end/node_modules/eslint/lib/eslint/eslint.js,77,217,406
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/no-unused-state.js,65,54,403
JavaScript,./front-end/node_modules/acorn-jsx/index.js,66,29,393
JavaScript,./front-end/node_modules/eslint/lib/rules/one-var.js,66,110,391
JavaScript,./front-end/node_modules/jsx-ast-utils/__tests__/src/getPropLiteralValue-babelparser-test.js,153,12,391
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/util/usedPropTypes.js,64,122,383
JavaScript,./front-end/node_modules/@babel/traverse/lib/path/introspection.js,2,1,381
JavaScript,./front-end/node_modules/@babel/helper-module-transforms/lib/index.js,4,1,375
JavaScript,./front-end/node_modules/postcss/lib/container.js,64,3,374
JavaScript,./front-end/node_modules/@babel/helper-module-transforms/lib/rewrite-live-references.js,2,1,373
JavaScript,./front-end/node_modules/@babel/helpers/lib/helpers/applyDecs2203R.js,2,1,373
JavaScript,./front-end/node_modules/eslint/lib/rules/valid-jsdoc.js,60,83,373
JavaScript,./front-end/node_modules/source-map-js/lib/util.js,79,144,371
TypeScript,./front-end/node_modules/esbuild/lib/main.d.ts,78,228,370
JavaScript,./front-end/node_modules/browserslist/node.js,41,3,366
JavaScript,./front-end/node_modules/jsx-ast-utils/__tests__/src/getPropLiteralValue-flowparser-test.js,145,12,365
JavaScript,./front-end/node_modules/eslint/lib/rules/keyword-spacing.js,82,194,364
JavaScript,./front-end/node_modules/yallist/yallist.js,59,3,364
JavaScript,./front-end/node_modules/@babel/helpers/lib/helpers/applyDecs2203.js,2,1,360
JavaScript,./front-end/node_modules/@babel/helper-module-transforms/lib/normalize-and-load-metadata.js,2,1,355
Markdown,./front-end/node_modules/debug/README.md,130,0,351
JavaScript,./front-end/node_modules/glob/sync.js,90,47,349
JavaScript,./front-end/node_modules/react-dom/cjs/react-dom.profiling.min.js,4,14,349
Markdown,./front-end/node_modules/eslint-plugin-react/README.md,72,0,348
Markdown,./front-end/node_modules/semver/README.md,97,0,346
JavaScript,./front-end/node_modules/ajv/lib/ajv.js,80,81,345
JavaScript,./front-end/node_modules/@babel/traverse/lib/path/evaluation.js,2,1,344
JavaScript,./front-end/node_modules/eslint/lib/rules/prefer-regex-literals.js,71,96,340
JavaScript,./front-end/node_modules/eslint/lib/rules/padding-line-between-statements.js,61,191,338
JavaScript,./front-end/node_modules/eslint/lib/rules/object-shorthand.js,70,113,337
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/sort-comp.js,43,67,336
JavaScript,./front-end/node_modules/ignore/index.js,105,185,336
JavaScript,./front-end/node_modules/@babel/traverse/lib/path/family.js,2,1,333
JavaScript,./front-end/node_modules/ajv/lib/dotjs/properties.js,1,2,332
JavaScript,./front-end/node_modules/postcss/lib/node.js,46,3,332
JavaScript,./front-end/node_modules/define-data-property/test/index.js,52,10,330
JavaScript,./front-end/node_modules/@babel/core/lib/parser/util/missing-plugin-helper.js,2,1,326
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/jsx-curly-brace-presence.js,58,30,326
JavaScript,./front-end/node_modules/levn/lib/cast.js,0,1,326
JavaScript,./front-end/node_modules/ignore/legacy.js,39,182,324
JavaScript,./front-end/node_modules/@babel/generator/lib/buffer.js,2,1,320
JavaScript,./front-end/node_modules/eslint/lib/rules/multiline-comment-style.js,68,86,320
JavaScript,./front-end/node_modules/jsx-ast-utils/__tests__/src/hasProp-test.js,93,1,318
JavaScript,./front-end/node_modules/eslint/lib/cli.js,74,81,316
JavaScript,./front-end/node_modules/get-intrinsic/index.js,31,13,315
JavaScript,./front-end/node_modules/eslint/lib/rules/logical-assignment-operators.js,79,111,314
Markdown,./front-end/node_modules/jsesc/README.md,108,0,313
JavaScript,./front-end/node_modules/eslint/lib/options.js,23,63,312
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/jsx-curly-spacing.js,35,84,311
JavaScript,./front-end/node_modules/eslint/lib/rules/no-restricted-imports.js,43,56,311
JavaScript,./front-end/node_modules/postcss/lib/map-generator.js,49,0,311
JavaScript,./front-end/node_modules/react-dom/cjs/react-dom.production.min.js,0,12,311
JavaScript,./front-end/node_modules/eslint/lib/config/flat-config-schema.js,99,174,310
JavaScript,./front-end/node_modules/@babel/core/lib/config/full.js,2,1,307
JavaScript,./front-end/node_modules/@babel/generator/lib/generators/expressions.js,2,1,306
JavaScript,./front-end/node_modules/eslint/lib/source-code/token-store/index.js,49,272,306
JavaScript,./front-end/node_modules/gensync/index.js,42,25,306
JavaScript,./front-end/node_modules/resolve/lib/async.js,41,2,306
JavaScript,./front-end/node_modules/eslint-visitor-keys/lib/visitor-keys.js,4,8,303
JavaScript,./front-end/node_modules/postcss/lib/stringifier.js,45,7,301
JavaScript,./front-end/node_modules/rollup/dist/shared/watch.js,7,15,301
JavaScript,./front-end/node_modules/jsesc/jsesc.js,13,16,300
JavaScript,./front-end/node_modules/@eslint/eslintrc/lib/cascading-config-array-factory.js,66,167,299
JavaScript,./front-end/node_modules/eslint/lib/rules/no-constant-binary-expression.js,46,166,297
JavaScript,./front-end/node_modules/source-map-js/lib/source-map-generator.js,40,88,297
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/boolean-prop-naming.js,39,66,295
JavaScript,./front-end/node_modules/eslint/lib/rules/index.js,4,7,295
Markdown,./front-end/node_modules/glob/README.md,83,0,295
JavaScript,./front-end/node_modules/@babel/helper-string-parser/lib/index.js,2,1,292
JavaScript,./front-end/node_modules/update-browserslist-db/index.js,29,1,292
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/util/ast.js,44,126,291
Markdown,./front-end/node_modules/ignore/README.md,122,0,290
JavaScript,./front-end/node_modules/ajv/lib/compile/index.js,54,44,289
JavaScript,./front-end/node_modules/react-router-dom/server.js,6,22,286
JavaScript,./front-end/node_modules/eslint/lib/rules/lines-around-comment.js,59,127,285
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/jsx-indent.js,44,114,283
Java,./project/src/test/java/group12/project/Views/ProfileViewTests.java,50,0,283
Markdown,./front-end/node_modules/keyv/README.md,147,0,282
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/jsx-tag-spacing.js,31,11,281
JavaScript,./front-end/node_modules/es-iterator-helpers/test/Iterator.prototype.filter.js,52,1,280
YAML,./front-end/node_modules/object-keys/.travis.yml,0,0,277
JavaScript,./front-end/node_modules/rimraf/rimraf.js,50,33,277
JavaScript,./front-end/node_modules/@vitejs/plugin-react/dist/index.mjs,7,4,275
JavaScript,./front-end/node_modules/eslint/lib/cli-engine/file-enumerator.js,70,202,275
JavaScript,./front-end/node_modules/source-map-js/lib/source-node.js,26,112,275
JavaScript,./front-end/node_modules/@babel/core/lib/config/validation/option-assertions.js,2,1,274
JavaScript,./front-end/node_modules/eslint/lib/rules/array-callback-return.js,72,100,274
JavaScript,./front-end/node_modules/react-dom/umd/react-dom.profiling.min.js,0,11,274
JavaScript,./front-end/node_modules/eslint/lib/rules/prefer-const.js,85,143,273
JavaScript,./front-end/node_modules/@babel/generator/lib/generators/statements.js,2,1,272
Markdown,./front-end/node_modules/object-inspect/CHANGELOG.md,117,0,272
JavaScript,./front-end/node_modules/@babel/generator/lib/generators/modules.js,2,1,271
JavaScript,./front-end/node_modules/eslint/lib/rules/semi.js,55,112,271
JavaScript,./front-end/node_modules/@babel/types/lib/definitions/utils.js,2,1,270
JavaScript,./front-end/node_modules/resolve/test/mock.js,46,0,269
JavaScript,./front-end/node_modules/ajv/lib/dotjs/required.js,0,2,268
JavaScript,./front-end/node_modules/esbuild/install.js,5,17,266
JavaScript,./front-end/node_modules/@babel/core/lib/config/files/configuration.js,10,13,263
TypeScript,./front-end/node_modules/ajv/lib/ajv.d.ts,39,95,263
JavaScript,./front-end/node_modules/react-router-dom/server.mjs,4,22,263
JavaScript,./front-end/node_modules/@babel/traverse/lib/path/replacement.js,2,1,261
TypeScript,./front-end/node_modules/@types/babel__core/index.d.ts,99,471,261
JavaScript,./front-end/node_modules/lru-cache/index.js,52,22,260
JavaScript,./front-end/node_modules/optionator/lib/help.js,0,1,259
JavaScript,./front-end/node_modules/@babel/core/lib/config/caching.js,2,1,258
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/no-unstable-nested-components.js,63,170,258
Markdown,./front-end/node_modules/eslint/node_modules/chalk/readme.md,85,0,256
JavaScript,./front-end/node_modules/react-dom/umd/react-dom.production.min.js,0,11,256
JavaScript,./front-end/node_modules/acorn-jsx/xhtml.js,0,0,255
JavaScript,./front-end/node_modules/eslint/lib/rules/max-len.js,66,120,254
JavaScript,./front-end/node_modules/fastq/queue.js,51,7,253
TypeScript,./front-end/node_modules/type-fest/source/tsconfig-json.d.ts,207,410,253
JavaScript,./front-end/node_modules/es-iterator-helpers/test/Iterator.prototype.drop.js,40,2,252
JavaScript,./front-end/node_modules/eslint/lib/rules/constructor-super.js,72,123,251
TypeScript,./front-end/node_modules/@remix-run/router/dist/utils.d.ts,0,252,250
JavaScript,./front-end/node_modules/@eslint/eslintrc/lib/config-array/config-array.js,65,209,249
TypeScript,./front-end/node_modules/@types/react-dom/test-utils/index.d.ts,22,101,249
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/forbid-prop-types.js,29,15,249
JavaScript,./front-end/node_modules/eslint/lib/rules/camelcase.js,48,102,249
Markdown,./front-end/node_modules/jsx-ast-utils/README.md,49,0,249
JavaScript,./front-end/node_modules/eslint/lib/cli-engine/formatters/html.js,43,62,246
Markdown,./front-end/node_modules/@humanwhocodes/config-array/README.md,98,0,244
JavaScript,./front-end/node_modules/eslint-plugin-react/lib/rules/prefer-stateless-function.js,36,110,244
JSON,./front-end/node_modules/rollup/package.json,0,0,244
JavaScript,./front-end/node_modules/eslint/lib/rules/curly.js,68,176,242
JavaScript,./front-end/node_modules/@babel/core/lib/index.js,2,1,239
